Date,portfolio_return,portfolio_value
2021-12-13,-0.015510158881811755,21355.613707508324
2021-12-14,-0.0053647413552664345,21241.04636348456
2021-12-15,0.022995967254473487,21729.50477011
2021-12-16,-0.02409719533985687,21205.884649026306
2021-12-17,-0.011898390428728768,20953.568754085605
2021-12-20,-0.009782995657113703,20748.58008196335
2021-12-21,0.01928897362311587,21148.79889588145
2021-12-22,0.01598631082861636,21486.890168682912
2021-12-23,0.010241756129032597,21706.953657761875
2021-12-27,0.018443075145729328,22107.296635256844
2021-12-28,-0.002203997521152557,22058.572208273355
2021-12-29,-0.00016665717351537239,22054.89598897734
2021-12-30,-0.0051351075627550265,21941.641725788566
2021-12-31,-0.0064724919193353105,21799.62462702145
2022-01-03,0.019262612323228543,22219.54234500367
2022-01-04,-0.011510030884836599,21963.79472636574
2022-01-05,-0.02798927354919253,21349.044067591178
2022-01-06,-0.0022126187553381583,21301.806772278684
2022-01-07,-0.009557383370234464,21098.21723847736
2022-01-10,-0.00031254503246777,21091.623095485542
2022-01-11,0.006683645330596667,21232.592023702393
2022-01-12,0.006745761412096375,21375.822023654673
2022-01-13,-0.026112852022300882,20817.63834629594
2022-01-14,0.004835545927155505,20918.302992614364
2022-01-18,-0.022412875323224172,20449.463675667474
2022-01-19,-0.009196900867057645,20261.391985457863
2022-01-20,-0.013520423881422996,19987.4493773868
2022-01-21,-0.023975170925090026,19508.24686220737
2022-01-24,0.003904008636581869,19584.407226442
2022-01-25,-0.017972027293824966,19232.435725235
2022-01-26,0.005148153732079941,19331.447260990855
2022-01-27,-0.012357546986607505,19092.557993144033
2022-01-28,0.0292272735424018,19650.581408233826
2022-01-31,0.030937881275044623,20258.528762827365
2022-02-01,0.0030787433961213424,20320.899574471052
2022-02-02,0.009392824479639841,20511.77021744244
2022-02-03,-0.004762204256704473,20414.088978000393
2022-02-04,-0.006138797896262128,20288.771011528137
2022-02-07,-0.0029699392269503582,20228.514594634387
2022-02-08,0.0023246587198526574,20275.53898747647
2022-02-09,0.00019358057213355605,20279.46393791398
2022-02-10,-0.010146170191200588,20073.705045413593
2022-02-11,-0.008094202549118967,19911.224410864743
2022-02-14,-0.0015498384665491916,19880.365229356692
2022-02-15,0.008168703673249546,20042.76204183128
2022-02-16,0.0008439350149409661,20059.67683051451
2022-02-17,-0.0025415592611601418,20008.693973090038
2022-02-18,-0.00314334346094528,19945.79977572767
2022-02-22,-0.005163001974574966,19842.81957210111
2022-02-23,-0.009693429701792933,19650.474595493586
2022-02-24,-0.012323120094825536,19408.319437133003
2022-02-25,0.028131691359674284,19954.308289348395
2022-02-28,-0.013308852623280932,19688.739341125944
2022-03-01,-0.01483736741022154,19396.610281677575
2022-03-02,0.011374611855374282,19617.23919494162
2022-03-03,5.260131048022204e-05,19618.27108743128
2022-03-04,-0.006277828388675917,19495.110948261863
2022-03-07,-0.01990546948000676,19107.05161227189
2022-03-08,0.0030404442838015047,19165.145538126722
2022-03-09,0.012021767458488913,19395.544461094178
2022-03-10,0.0019346459871799615,19433.067973355006
2022-03-11,-0.0026915628282165867,19380.762649959717
2022-03-14,0.004321923992393935,19464.52483304747
